iter	MultiClass
120	0.7229185455
121	0.7226871227
122	0.7225196311
123	0.7223442833
124	0.7222363999
125	0.7220864881
126	0.721893606
127	0.7217900454
128	0.7216493676
129	0.7215171181
130	0.7213852353
131	0.721289724
132	0.721204409
133	0.7210695619
134	0.7209730999
135	0.7208853409
136	0.7207037363
137	0.7205402353
138	0.7204175518
139	0.7203465368
140	0.7201770299
141	0.7200101142
142	0.7198676072
143	0.7197776284
144	0.7197088256
145	0.7195833014
146	0.7194184802
147	0.7193288383
148	0.7192492636
149	0.7191156202
150	0.7190053707
151	0.7189710974
152	0.7188775407
153	0.7187732494
154	0.7186373471
155	0.7184888222
156	0.7184340326
157	0.7183672338
158	0.7182618778
159	0.7182295172
160	0.7181671677
161	0.7180047728
162	0.7179646798
163	0.7178485402
164	0.7177701269
165	0.7176092203
166	0.7175282964
167	0.7174219077
168	0.7173055621
169	0.7172270328
170	0.7171216697
171	0.7170244049
172	0.7169915312
173	0.7169154058
174	0.7168791507
175	0.7168558106
176	0.7168065353
177	0.7167103459
178	0.7166114136
179	0.7165618902
180	0.7164565833
181	0.7163195637
182	0.7161967833
183	0.7160707155
184	0.7160697311
185	0.7159806966
186	0.7158918388
187	0.7157884088
188	0.7157104656
189	0.7156783604
190	0.7156482827
191	0.7155403624
192	0.7154411685
193	0.7153766969
194	0.7152904941
195	0.7152735507
196	0.7151874912
197	0.7150101125
198	0.7149678664
199	0.7148613603
200	0.7148340446
201	0.714771352
202	0.7147212629
203	0.7146888221
204	0.7146142144
205	0.7145448577
206	0.7145371577
207	0.7145368705
208	0.7145268748
209	0.7144648262
210	0.7143884997
211	0.7143016757
212	0.7142603925
213	0.7141713542
214	0.7141048089
215	0.7140333704
216	0.7139827538
217	0.7139681317
218	0.7139102633
219	0.7138430494
220	0.7137835498
221	0.7137369929
222	0.7137144581
223	0.7135785697
224	0.713550197
225	0.7134942846
226	0.7134554132
227	0.7133734252
228	0.7132919499
229	0.7132436484
230	0.713179317
231	0.7130827413
232	0.7129907017
233	0.7129298829
234	0.7128912458
235	0.7128081285
236	0.7128081185
237	0.7127470827
238	0.7127152913
239	0.7126682789
240	0.7125914985
241	0.7125640402
242	0.7124990011
243	0.7124114444
244	0.7123793237
245	0.7123638901
246	0.712310475
247	0.7122220135
248	0.7121303246
249	0.7120911909
250	0.71204959
251	0.7120121745
252	0.7119624049
253	0.711890822
254	0.711851994
255	0.7118405772
256	0.7118091308
257	0.7117719849
258	0.7117709126
259	0.7117111849
260	0.7117018165
261	0.7116674512
262	0.7116023548
263	0.711495232
264	0.7114491338
265	0.7113992877
266	0.7113466424
267	0.7113068183
268	0.7112425287
269	0.7111615186
270	0.7111081851
271	0.7110662123
272	0.7110211646
273	0.710957012
274	0.7109483812
275	0.7109086103
276	0.7108350134
277	0.7108180545
278	0.7107630495
279	0.7107314286
280	0.7106898683
281	0.7106857897
282	0.7106236234
283	0.7105908418
284	0.7105572462
285	0.7105359697
286	0.7105283138
287	0.7104881673
288	0.7104224813
289	0.7104167197
290	0.7103322497
291	0.7103249213
292	0.7102857423
293	0.7102530953
294	0.7101472789
295	0.7100506945
296	0.7100310143
297	0.7099720736
298	0.7098928712
299	0.7098413304
300	0.709783506
301	0.709769354
302	0.7097364552
303	0.7096738196
304	0.7096077767
305	0.7095612684
306	0.709516657
307	0.709456368
308	0.7094018764
309	0.7092987267
310	0.7092394304
311	0.7092019265
312	0.7091443362
313	0.7090597261
314	0.7090360573
315	0.7089831117
316	0.7089182763
317	0.7088999965
318	0.7088508372
319	0.7087887828
320	0.7087229925
321	0.7086862301
322	0.7086504771
323	0.7086437741
324	0.7086354423
325	0.7085747102
326	0.7084964979
327	0.7084869291
328	0.7084433692
329	0.7084121813
330	0.7083677321
331	0.7083092237
332	0.7082968488
333	0.7082725714
334	0.7082304533
335	0.7081419436
336	0.7081182059
337	0.7080695547
338	0.708022741
339	0.7079914753
340	0.7079628253
341	0.7079117697
342	0.7078699711
343	0.707812514
344	0.7077777059
345	0.7077391036
346	0.7077020661
347	0.7076726211
348	0.7076029643
349	0.7075605302
350	0.7075145402
351	0.7074743074
352	0.7074573063
353	0.7074121051
354	0.7073876541
355	0.7073492026
356	0.7072982972
357	0.7072386012
358	0.7071894527
359	0.7071718438
360	0.7071449204
361	0.7071031464
362	0.7070236063
363	0.7069551785
364	0.7068992148
365	0.7068348555
366	0.7067921941
367	0.7066724132
368	0.7066359548
369	0.7065921931
370	0.7065599439
371	0.7064937842
372	0.7064608139
373	0.7063543195
374	0.7062706845
375	0.7062057337
376	0.7061481129
377	0.7060789199
378	0.7060241011
379	0.705985778
380	0.7059109768
381	0.7058618982
382	0.7058358092
383	0.7057701512
384	0.705727445
385	0.7056784725
386	0.7055815538
387	0.7054819469
388	0.7054397342
389	0.7053994587
390	0.7053274847
391	0.7052781633
392	0.7052219344
393	0.7051586884
394	0.705061915
395	0.7050329123
396	0.7049780204
397	0.7048994108
398	0.7048248429
399	0.7047466061
400	0.704657696
401	0.7045979542
402	0.704530504
403	0.7044215476
404	0.7043829852
405	0.7043212292
406	0.7042576445
407	0.704211534
408	0.7041745311
409	0.7041253783
410	0.7040448631
411	0.7040225536
412	0.7039633844
413	0.7038877879
414	0.703833826
415	0.7037863003
416	0.7036796858
417	0.7036340331
418	0.7035563971
419	0.7034985537
420	0.7034413508
421	0.7033662398
422	0.7033101602
423	0.7032457679
424	0.7032188909
425	0.7031798877
426	0.703113295
427	0.7030862189
428	0.7030146027
429	0.7029402184
430	0.7029125086
431	0.7028132754
432	0.7027811167
433	0.7027316821
434	0.7026744295
435	0.7026190766
436	0.7025560783
437	0.702505545
438	0.7024454408
439	0.7023856002
440	0.702295738
441	0.7022313247
442	0.7021600711
443	0.7020833842
444	0.7020148111
445	0.7019684211
446	0.7018856545
447	0.7018139284
448	0.7017008647
449	0.701644111
450	0.7015784768
451	0.7015483875
452	0.7014805489
453	0.7014019873
454	0.701355794
455	0.7012760335
456	0.7011703051
457	0.7011173151
458	0.701052641
459	0.7009970395
460	0.7009267117
461	0.7008507165
462	0.7007876491
463	0.7007159716
464	0.7006316206
465	0.700565357
466	0.7004601698
467	0.7004244351
468	0.7003684658
469	0.7002815688
470	0.7002376868
471	0.7002160901
472	0.7002074108
473	0.7001097116
474	0.7000581792
475	0.699976963
476	0.6998920658
477	0.6998462866
478	0.6997829995
479	0.6997452021
480	0.6996529427
481	0.6995831231
482	0.6995476789
483	0.6994996736
484	0.6994596821
485	0.6994097849
486	0.6993377238
487	0.6992840211
488	0.6992386237
489	0.6991809741
490	0.6991584575
491	0.6991088512
492	0.6990375188
493	0.6989977647
494	0.6989100254
495	0.6988620275
496	0.698815575
497	0.698750561
498	0.6986741951
499	0.6986119392
500	0.6985249839
501	0.6984629015
502	0.6983775143
503	0.6983061156
504	0.6982624579
505	0.698223885
506	0.6981752016
507	0.6981269932
508	0.6980725826
509	0.6980154877
510	0.697951826
511	0.6978714643
512	0.6978239438
513	0.6978081798
514	0.6977849784
515	0.6977581982
516	0.6976682255
517	0.697584177
518	0.6975331803
519	0.6974613138
520	0.6974052219
521	0.6973532979
522	0.6973068824
523	0.6972646033
524	0.6972203285
525	0.6971636544
526	0.6971096274
527	0.6970444844
528	0.6969508928
529	0.6968958446
530	0.6968675318
531	0.6968280653
532	0.6967813073
533	0.6967323512
534	0.6966952153
535	0.6966564052
536	0.696600716
537	0.6965231303
538	0.6964712277
539	0.6963749642
540	0.6963315824
541	0.6963187869
542	0.6962667721
543	0.6962130707
544	0.6961457203
545	0.6961028011
546	0.6960524571
547	0.696006225
548	0.6959619384
549	0.6958771436
550	0.6958000357
551	0.6957652044
552	0.6956897776
553	0.695659533
554	0.6955916508
555	0.6955046655
556	0.6954266263
557	0.6953474872
558	0.6953175791
559	0.6952701712
560	0.6952506325
561	0.6951889118
562	0.6951201768
563	0.6950741828
564	0.6950481175
565	0.6950058311
566	0.6949806419
567	0.6949398079
568	0.6949123632
569	0.6948525815
570	0.6947766172
571	0.6947323659
572	0.694686322
573	0.6946132375
574	0.6945868169
575	0.694540964
576	0.6944749194
577	0.6944331224
578	0.694385311
579	0.6943000583
580	0.6942739274
581	0.6942398763
582	0.6942101748
583	0.6941775916
584	0.6941340259
585	0.6940920912
586	0.6940456043
587	0.6939708953
588	0.6939194543
589	0.6938143381
590	0.6937251886
591	0.6936964235
592	0.6936595619
593	0.6935886154
594	0.6935412121
595	0.6934977775
596	0.6934602429
597	0.6934124439
598	0.6933538738
599	0.6932995318
600	0.6932625826
601	0.693239378
602	0.6932097111
603	0.6931475648
604	0.6931168653
605	0.6930467538
606	0.6930131978
607	0.6929640791
608	0.6929161104
609	0.6928736957
610	0.6928415407
611	0.6927604834
612	0.6927316237
613	0.6926817823
614	0.6926164934
615	0.692577616
616	0.6925337157
617	0.6925172125
618	0.6924870035
619	0.6924458786
620	0.6923813622
621	0.692336088
622	0.6922938173
623	0.6922498735
624	0.6921907997
625	0.6921584642
626	0.6921158122
627	0.6920774363
628	0.6920466946
629	0.6919863874
630	0.6919321976
631	0.6919091046
632	0.6918832083
633	0.6918177379
634	0.691752496
635	0.6916814521
636	0.6916339868
637	0.6916231333
638	0.6915766491
639	0.6915286701
640	0.6914352434
641	0.6913795124
642	0.6913517862
643	0.6913285545
644	0.6912831507
645	0.6912460527
646	0.6912058693
647	0.6911598813
648	0.6910971181
649	0.6910495818
650	0.6910158122
651	0.6909936428
652	0.6909619897
653	0.6908969743
654	0.6908292736
655	0.6907916117
656	0.6907372809
657	0.690717954
658	0.6906254625
659	0.6905785709
660	0.6905322967
661	0.6904982714
662	0.6904195274
663	0.6903588321
664	0.6902948262
665	0.6902527112
666	0.6901964177
667	0.6901576727
668	0.6901095372
669	0.6900713273
670	0.6900177088
671	0.6899675113
672	0.6899051691
673	0.6898418458
674	0.6898236604
675	0.6897863671
676	0.6897090512
677	0.6896432681
678	0.6896118939
679	0.689566266
680	0.6894551796
681	0.6894144252
682	0.6893859044
683	0.6893379448
684	0.6892732561
685	0.6892648402
686	0.6892108276
687	0.6891721043
688	0.6890960536
689	0.6890419019
690	0.688997909
691	0.6889637638
692	0.6889488598
693	0.6888646614
694	0.6888310813
695	0.688801765
696	0.6887352284
697	0.6887139603
698	0.6886911396
699	0.6885692718
700	0.6885291796
701	0.6884864473
702	0.6884485047
703	0.688401927
704	0.6883687604
705	0.6883086385
706	0.688275755
707	0.6882256799
708	0.6882016667
709	0.6881655148
710	0.6881179444
711	0.6880502196
712	0.6880122032
713	0.6879583408
714	0.6879312715
715	0.6878636769
716	0.6878327599
717	0.6878281381
718	0.6877935749
719	0.6877387045
720	0.6876936261
721	0.6876712377
722	0.6876379825
723	0.6876157811
724	0.6875441546
725	0.6874960001
726	0.6874578786
727	0.6874355497
728	0.6873706265
729	0.6873475618
730	0.6873126899
731	0.6872241635
732	0.6871827241
733	0.6871624377
734	0.6871329681
735	0.6871022979
736	0.6870391081
737	0.6869877126
738	0.686905134
739	0.6868577498
740	0.6868070446
741	0.6867678038
742	0.6867391604
743	0.6866958597
744	0.6866666597
745	0.6865989432
746	0.6865460211
747	0.6865052429
748	0.6864773375
749	0.6864425358
750	0.6864026034
751	0.6863645559
752	0.6863229225
753	0.6862459286
754	0.6862131203
755	0.6861817529
756	0.686150601
757	0.6861104271
758	0.6860687656
759	0.6860133154
760	0.6859663309
761	0.6859029194
762	0.6858650142
763	0.685834891
764	0.6857962052
765	0.6857725803
766	0.6856948179
767	0.6856581377
768	0.6856200631
769	0.6855896456
770	0.6855610003
771	0.6854995842
772	0.6854436889
773	0.6853731069
774	0.6853231389
775	0.6852422908
776	0.685210547
777	0.6851544575
778	0.6851289467
779	0.6850758895
780	0.6850170165
781	0.6849958634
782	0.6849307352
783	0.6848436298
784	0.6847681508
785	0.6847243073
786	0.6846627524
787	0.6846091621
788	0.6845702599
789	0.6845355246
790	0.6844574165
791	0.6844082858
792	0.6843791818
793	0.6843343311
794	0.684306218
795	0.6842872623
796	0.6842030446
797	0.6841796887
798	0.6841587435
799	0.6841283602
800	0.6840918194
801	0.6840316481
802	0.6839907418
803	0.6839400576
804	0.6838925622
805	0.6838447323
806	0.683792541
807	0.6837434168
808	0.6836896619
809	0.6836786513
810	0.6836298273
811	0.6835815281
812	0.6835558501
813	0.683501181
814	0.6834740118
815	0.6834285634
816	0.6833428206
817	0.6833095365
818	0.6832877799
819	0.6832416852
820	0.683163521
821	0.6831300949
822	0.6831039255
823	0.6830523465
824	0.6830011542
825	0.6829607478
826	0.6829110182
827	0.6828788416
828	0.6828396219
829	0.682805755
830	0.6827615328
831	0.6827086289
832	0.6826138065
833	0.6825819119
834	0.6825416464
835	0.6824988468
836	0.6824318409
837	0.6823249476
838	0.6823001935
839	0.6822840196
840	0.6822355921
841	0.6821994655
842	0.6821277875
843	0.6820305797
844	0.6819655896
845	0.6819239518
846	0.6818673221
847	0.6817951592
848	0.6817537926
849	0.6817319191
850	0.6817175274
851	0.6816621626
852	0.6816483201
853	0.6815894651
854	0.6815458934
855	0.681482018
856	0.6814279814
857	0.6813822045
858	0.6813466674
859	0.6813054742
860	0.6812609994
861	0.6812042964
862	0.6811599606
863	0.681136746
864	0.6810957859
865	0.6809920242
866	0.68095866
867	0.6809169448
868	0.680890234
869	0.6808369504
870	0.680809118
871	0.6807882519
872	0.6807669171
873	0.6807231072
874	0.680677243
875	0.6806341152
876	0.6806105821
877	0.6805334636
878	0.6805066538
879	0.6804762038
880	0.680435022
881	0.6803726092
882	0.6803006267
883	0.6802812239
884	0.6802398049
885	0.6801904276
886	0.6801339357
887	0.6800870041
888	0.6799988883
889	0.6799527453
890	0.6799325747
891	0.6798995186
892	0.6798402331
893	0.6798085927
894	0.6797802685
895	0.6797538019
896	0.6796551692
897	0.6796407781
898	0.6795863391
899	0.6795290981
900	0.679475679
901	0.679435237
902	0.6793560818
903	0.6793209496
904	0.679293706
905	0.679278754
906	0.6792481824
907	0.6792125101
908	0.6791542715
909	0.6791244057
910	0.6790703587
911	0.6790445948
912	0.6789714774
913	0.6789235678
914	0.678893394
915	0.6788580378
916	0.6788162914
917	0.6787630009
918	0.6787428123
919	0.6787167397
920	0.6786855683
921	0.6786441161
922	0.6786211928
923	0.6785890218
924	0.6785451462
925	0.6785278287
926	0.6784870364
927	0.6784325096
928	0.6783827806
929	0.6783550222
930	0.6783198516
931	0.6782993743
932	0.6782741687
933	0.6782287526
934	0.678181148
935	0.6781361013
936	0.6780830798
937	0.6780345324
938	0.677958836
939	0.677916915
940	0.677876318
941	0.6778464604
942	0.6777885346
943	0.6777489653
944	0.6777061175
945	0.6776737642
946	0.6776276449
947	0.6775675253
948	0.6775354313
949	0.6774893063
950	0.6774673378
951	0.6774355455
952	0.6774129271
953	0.6773537197
954	0.6773318241
955	0.6773058878
956	0.677278486
957	0.6772549894
958	0.6772284077
959	0.6772042008
960	0.6771820405
961	0.6771396765
962	0.6771157318
963	0.6770531041
964	0.6770006048
965	0.6769112478
966	0.6768649113
967	0.6768313238
968	0.676801873
969	0.6767464788
970	0.6766989363
971	0.676678784
972	0.676632481
973	0.6765900286
974	0.676569206
975	0.6765314875
976	0.67650428
977	0.676466932
978	0.6764464792
979	0.676411677
980	0.6763844303
981	0.6763553976
982	0.6763079797
983	0.6762352133
984	0.6761663234
985	0.6761194893
986	0.6760652517
987	0.6760406699
988	0.6759943115
989	0.675950696
990	0.6759225556
991	0.6758696933
992	0.6758306084
993	0.6758034037
994	0.6757630128
995	0.6757215061
996	0.6756724252
997	0.6756179071
998	0.6755738822
999	0.6755299197
